time,latitude,longitude,mag,id,updated,place,type,geom,state
2014-02-23 09:15:41.11-05,36.036,-97.341,3.3,usc000mwy5,2015-01-30 00:58:58.243-05,"12km NW of Langston, Oklahoma",earthquake,0101000020AD100000E8FBA9F1D25558C0F853E3A59B044240,Oklahoma
2014-02-23 07:23:32.7-05,36.0353,-97.3362,3,usc000mwxf,2015-01-30 17:00:37.268-05,"12km NW of Langston, Oklahoma",earthquake,0101000020AD100000933A014D845558C03FC6DCB584044240,Oklahoma
2014-02-23 04:44:35.8-05,36.175,-96.981,3.2,usc000mwvn,2015-01-28 14:46:08.221-05,"9km NE of Stillwater, Oklahoma",earthquake,0101000020AD100000115839B4C83E58C06666666666164240,Oklahoma
2014-02-23 03:11:38.8-05,36.103,-97.081,3,usc000mwus,2015-01-28 07:47:11.255-05,"2km SW of Stillwater, Oklahoma",earthquake,0101000020AD10000077BE9F1A2F4558C077BE9F1A2F0D4240,Oklahoma
2014-02-21 21:38:49.65-05,35.781,-97.4745,3.1,usc000mvy2,2015-01-30 18:22:26.989-05,"11km SSW of Guthrie, Oklahoma",earthquake,0101000020AD100000EE7C3F355E5E58C08716D9CEF7E34140,Oklahoma
2014-02-21 14:26:12-05,36.8695,-97.8886,3.2,usc000mvhh,2014-05-06 20:03:05-04,"15km WNW of Medford, Oklahoma",earthquake,0101000020AD10000070CE88D2DE7858C09EEFA7C64B6F4240,Oklahoma
2014-02-19 16:44:56.98-05,35.777,-97.466,3.1,usc000mtjk,2015-01-28 21:58:48.078-05,"11km SSW of Guthrie, Oklahoma",earthquake,0101000020AD100000E8FBA9F1D25D58C0FA7E6ABC74E34140,Oklahoma
2014-02-18 12:16:44.02-05,35.77,-97.459,3.2,usc000msmq,2015-01-29 20:50:40.745-05,"12km SSW of Guthrie, Oklahoma",earthquake,0101000020AD1000004C378941605D58C0C3F5285C8FE24140,Oklahoma
2014-02-18 11:53:51.14-05,35.777,-97.467,3.4,usc000msmc,2015-01-28 14:34:31.469-05,"11km SSW of Guthrie, Oklahoma",earthquake,0101000020AD100000DACEF753E35D58C0FA7E6ABC74E34140,Oklahoma
2014-02-17 14:19:13.77-05,35.775,-97.475,3,usc000ms02,2015-01-29 17:05:41.976-05,"12km SSW of Guthrie, Oklahoma",earthquake,0101000020AD10000066666666665E58C03333333333E34140,Oklahoma
2014-02-17 12:57:39-05,35.772,-97.463,3.1,usc000mrza,2015-01-28 22:29:52.515-05,"12km SSW of Guthrie, Oklahoma",earthquake,0101000020AD1000001283C0CAA15D58C0894160E5D0E24140,Oklahoma
2014-02-17 05:02:11.78-05,35.777,-97.466,3.2,usc000nszq,2015-01-31 00:07:27.206-05,"11km SSW of Guthrie, Oklahoma",earthquake,0101000020AD100000E8FBA9F1D25D58C0FA7E6ABC74E34140,Oklahoma
2014-02-17 04:54:59-05,35.776,-97.469,3.8,usc000mrse,2015-01-28 03:09:02.959-05,"12km SSW of Guthrie, Oklahoma",earthquake,0101000020AD100000BC749318045E58C016D9CEF753E34140,Oklahoma
2014-02-16 01:51:47.8-05,35.781,-97.477,3.3,usc000mrdm,2015-01-28 14:17:58.78-05,"11km SSW of Guthrie, Oklahoma",earthquake,0101000020AD1000004A0C022B875E58C08716D9CEF7E34140,Oklahoma
2014-02-15 00:19:12.99-05,35.7818,-97.4807,3.1,usc000mr0g,2015-01-28 19:13:11.796-05,"11km SSW of Guthrie, Oklahoma",earthquake,0101000020AD100000FBCBEEC9C35E58C0A301BC0512E44140,Oklahoma
2014-02-14 20:46:15.5-05,35.7756,-97.4693,3,usc000mr2p,2015-01-30 00:34:43.043-05,"12km SSW of Guthrie, Oklahoma",earthquake,0101000020AD100000D200DE02095E58C088635DDC46E34140,Oklahoma
2014-02-12 12:41:37-05,36.9963,-97.9271,3.4,usc000mp06,2015-01-30 09:46:23.39-05,"19km SSE of Anthony, Kansas",earthquake,0101000020AD100000C8073D9B557B58C09D8026C2867F4240,Oklahoma
2011-11-05 11:24:15-04,35.525,-96.773,3.4,usp000jace,2014-11-06 20:46:17.99-05,Oklahoma,earthquake,0101000020AD100000B6F3FDD4783158C03333333333C34140,Oklahoma
2014-02-11 08:49:21.4-05,36.1265,-97.2952,3,usc000mmvl,2015-01-30 12:53:58.143-05,"18km S of Perry, Oklahoma",earthquake,0101000020AD100000DE718A8EE45258C0D578E92631104240,Oklahoma
2014-02-11 03:19:54.04-05,36.8657,-97.7345,3,usc000mmsb,2014-04-22 14:30:12-04,"6km N of Medford, Oklahoma",earthquake,0101000020AD1000005EBA490C026F58C0D712F241CF6E4240,Oklahoma
2014-02-10 23:37:39-05,35.8162,-96.9324,3.5,usc000mmn2,2015-01-28 22:31:17.051-05,"13km NNW of Chandler, Oklahoma",earthquake,0101000020AD10000096B20C71AC3B58C0637FD93D79E84140,Oklahoma
2014-02-09 02:16:02-05,35.893,-97.292,4.1,usc000mlar,2015-01-28 04:34:03.354-05,"6km SSW of Langston, Oklahoma",earthquake,0101000020AD100000A69BC420B05258C0FCA9F1D24DF24140,Oklahoma
2014-02-06 12:48:08.63-05,36.7464,-98.2949,3.3,usc000mj5f,2015-01-30 06:19:52.753-05,"5km E of Cherokee, Oklahoma",earthquake,0101000020AD100000C9E53FA4DF9258C001DE02098A5F4240,Oklahoma
2014-02-05 23:15:40-05,36.8361,-97.7503,3.5,usc000mirk,2015-01-29 17:24:18.23-05,"3km NNW of Medford, Oklahoma",earthquake,0101000020AD100000158C4AEA047058C0C2172653056B4240,Oklahoma
2014-02-04 15:59:51.27-05,36.1286,-97.3101,3,usc000mh1z,2015-01-30 11:28:17.032-05,"17km S of Perry, Oklahoma",earthquake,0101000020AD100000569FABADD85358C0FF21FDF675104240,Oklahoma
2014-02-01 09:08:02.3-05,35.9505,-96.9074,3.6,usc000mf70,2015-01-28 18:06:22.379-05,"11km ESE of Perkins, Oklahoma",earthquake,0101000020AD100000FC1873D7123A58C08B6CE7FBA9F94140,Oklahoma
2014-01-31 15:52:56.57-05,36.6532,-98.2081,3.1,usc000mejv,2015-01-30 19:41:43.619-05,"13km NNE of Helena, Oklahoma",earthquake,0101000020AD1000000C93A982518D58C0A4DFBE0E9C534240,Oklahoma
2014-01-30 04:50:30.58-05,35.947,-96.9153,3.2,usc000mdes,2015-01-29 14:10:32.337-05,"11km ESE of Perkins, Oklahoma",earthquake,0101000020AD100000D8817346943A58C0EFA7C64B37F94140,Oklahoma
2011-11-05 09:12:11-04,35.528,-96.766,3.3,usp000jacc,2014-11-06 20:46:17.983-05,Oklahoma,earthquake,0101000020AD1000001B2FDD24063158C0DD24068195C34140,Oklahoma
2014-01-29 02:24:06.74-05,35.943,-96.908,3.2,usc000mcld,2015-01-28 22:29:14.776-05,"11km ESE of Perkins, Oklahoma",earthquake,0101000020AD100000263108AC1C3A58C063105839B4F84140,Oklahoma
2014-01-29 02:07:14.74-05,35.9446,-96.9111,3,usc000mcpn,2015-01-30 07:22:54.905-05,"11km ESE of Perkins, Oklahoma",earthquake,0101000020AD100000AED85F764F3A58C09BE61DA7E8F84140,Oklahoma
2014-01-28 15:05:01.59-05,35.6,-97.389,3,usc000mc7l,2015-01-29 11:30:00.305-05,"8km N of Spencer, Oklahoma",earthquake,0101000020AD10000037894160E55858C0CDCCCCCCCCCC4140,Oklahoma
2014-01-26 06:38:18.2-05,35.1097,-96.1792,3.1,usb000m8ar,2015-01-29 22:38:19.182-05,"15km SSE of Wetumka, Oklahoma",earthquake,0101000020AD1000005DDC4603780B58C0832F4CA60A8E4140,Oklahoma
2014-01-09 23:07:37.17-05,35.8184,-96.9338,3,usc000lzpy,2015-01-29 23:35:11.668-05,"13km NNW of Chandler, Oklahoma",earthquake,0101000020AD1000004F401361C33B58C0F085C954C1E84140,Oklahoma
2014-01-09 03:26:53.06-05,35.5421,-96.773,3.8,usc000lz7a,2015-01-28 15:46:52.371-05,"10km NW of Prague, Oklahoma",earthquake,0101000020AD100000B6F3FDD4783158C0AF94658863C54140,Oklahoma
2014-01-04 23:33:32-05,36.129,-97.322,3.7,usc000lx1g,2015-01-29 13:33:12.552-05,"18km S of Perry, Oklahoma",earthquake,0101000020AD100000F853E3A59B5458C08D976E1283104240,Oklahoma
2014-01-04 21:26:17-05,35.819,-96.94,3.2,usc000lwzb,2015-01-30 13:40:22.31-05,"14km NNW of Chandler, Oklahoma",earthquake,0101000020AD1000005C8FC2F5283C58C046B6F3FDD4E84140,Oklahoma
2014-01-04 20:35:30.1-05,36.8398,-98.3576,3.5,usc000lwxy,2015-01-29 20:21:33.179-05,"9km N of Cherokee, Oklahoma",earthquake,0101000020AD1000002D431CEBE29658C02497FF907E6B4240,Oklahoma
2014-01-04 05:27:24.9-05,35.557,-97.234,3,usc000lwqc,2015-01-29 21:05:01.464-05,"4km ESE of Jones, Oklahoma",earthquake,0101000020AD100000E5D022DBF94E58C09DEFA7C64BC74140,Oklahoma
2014-01-02 17:20:26.85-05,36.127,-96.895,3.2,usc000lvrp,2015-01-29 13:22:02.658-05,"14km E of Stillwater, Oklahoma",earthquake,0101000020AD100000E17A14AE473958C0C64B378941104240,Oklahoma
2014-01-02 13:19:32-05,36.1226,-97.3227,3.1,usc000lvld,2015-01-30 04:10:50.287-05,"18km S of Perry, Oklahoma",earthquake,0101000020AD100000D49AE61DA75458C0AB3E575BB10F4240,Oklahoma
2013-12-29 08:14:36.5-05,35.8914,-97.2966,3.7,usc000ltkv,2015-01-28 16:31:22.368-05,"7km SSW of Langston, Oklahoma",earthquake,0101000020AD10000097FF907EFB5258C0C3D32B6519F24140,Oklahoma
2013-12-29 02:41:02.4-05,36.958,-97.67,3.6,usc000ltil,2015-01-29 18:22:07.167-05,"9km SW of Caldwell, Kansas",earthquake,0101000020AD1000007B14AE47E16A58C0B4C876BE9F7A4240,Oklahoma
2013-12-28 14:26:52.3-05,36.1404,-97.3219,3.3,usc000ltan,2015-01-29 20:28:57.568-05,"16km S of Perry, Oklahoma",earthquake,0101000020AD100000462575029A5458C0E02D90A0F8114240,Oklahoma
2013-12-27 22:19:37.1-05,35.6835,-97.3826,3.1,usc000lvke,2015-01-29 16:14:12.909-05,"9km ENE of Edmond, Oklahoma",earthquake,0101000020AD100000C6DCB5847C5858C0736891ED7CD74140,Oklahoma
2013-12-25 10:30:37.6-05,35.6012,-97.3837,3,usc000lrbp,2015-01-30 02:49:43.71-05,"8km N of Spencer, Oklahoma",earthquake,0101000020AD1000006ADE718A8E5858C0772D211FF4CC4140,Oklahoma
2013-12-25 03:08:17.11-05,35.6818,-97.3931,3.7,usc000lr7h,2015-01-28 08:49:13.278-05,"8km ENE of Edmond, Oklahoma",earthquake,0101000020AD100000B003E78C285958C0D734EF3845D74140,Oklahoma
2013-12-22 16:28:29.19-05,36.469,-97.047,3.2,usc000lpzn,2015-01-30 02:10:32.745-05,"23km S of McCord, Oklahoma",earthquake,0101000020AD1000005FBA490C024358C079E92631083C4240,Oklahoma
2013-12-17 13:23:39.64-05,35.4,-96.648,3.4,usc000lm1y,2015-01-29 19:45:08.208-05,"10km SSE of Prague, Oklahoma",earthquake,0101000020AD100000B6F3FDD4782958C03333333333B34140,Oklahoma
2013-12-08 06:27:32.98-05,35.6045,-97.3971,3.3,usb000ldn6,2015-01-29 12:09:02.474-05,"9km SE of Edmond, Oklahoma",earthquake,0101000020AD100000764F1E166A5958C04C37894160CD4140,Oklahoma
2013-12-07 23:58:18.67-05,35.6077,-97.399,3.2,usb000ldks,2015-01-28 16:47:19.327-05,"8km SE of Edmond, Oklahoma",earthquake,0101000020AD100000A8C64B37895958C0BDE3141DC9CD4140,Oklahoma
2013-12-07 19:26:30.1-05,35.6089,-97.3975,3,usb000ldg0,2015-01-28 20:52:52.889-05,"8km SE of Edmond, Oklahoma",earthquake,0101000020AD1000003D0AD7A3705958C06744696FF0CD4140,Oklahoma
2013-12-07 18:10:24.59-05,35.6073,-97.3863,4.5,usb000ldeh,2015-01-27 22:25:28.591-05,"9km ESE of Edmond, Oklahoma",earthquake,0101000020AD100000789CA223B95858C02F6EA301BCCD4140,Oklahoma
2013-12-06 00:37:13.85-05,36.8747,-97.9889,3.1,usb000lcdt,2014-02-14 20:32:10-05,"23km WNW of Medford, Oklahoma",earthquake,0101000020AD100000ECC039234A7F58C0D5E76A2BF66F4240,Oklahoma
2013-12-02 07:21:52.62-05,35.611,-97.378,3.1,usb000l92p,2014-02-11 20:08:41-05,"9km N of Spencer, Oklahoma",earthquake,0101000020AD100000D478E926315858C091ED7C3F35CE4140,Oklahoma
2013-12-02 07:10:54.51-05,35.611,-97.379,3.2,usb000l92n,2015-01-28 22:20:02.376-05,"9km N of Spencer, Oklahoma",earthquake,0101000020AD100000C64B3789415858C091ED7C3F35CE4140,Oklahoma
2013-11-30 21:13:39-05,35.8934,-97.2957,3,usb000l8k5,2015-01-30 04:02:57.553-05,"6km SSW of Langston, Oklahoma",earthquake,0101000020AD100000575BB1BFEC5258C08A1F63EE5AF24140,Oklahoma
2013-11-27 07:36:25.61-05,36.5849,-97.8446,3,usb000l792,2015-01-30 04:58:40.881-05,"21km N of Enid, Oklahoma",earthquake,0101000020AD100000E78C28ED0D7658C017B7D100DE4A4240,Oklahoma
2013-11-26 21:43:55.44-05,35.602,-97.378,3,usb000l77t,2015-01-29 21:55:50.598-05,"8km N of Spencer, Oklahoma",earthquake,0101000020AD100000D478E926315858C0931804560ECD4140,Oklahoma
2013-11-22 14:33:58.5-05,36.1792,-96.9537,3.6,usb000l4ak,2015-01-28 12:38:14.311-05,"11km NE of Stillwater, Oklahoma",earthquake,0101000020AD1000007E8CB96B093D58C0BBB88D06F0164240,Oklahoma
2013-11-18 08:37:41.9-05,36.183,-96.958,3.2,usb000l17a,2015-01-28 22:04:37.442-05,"11km NE of Stillwater, Oklahoma",earthquake,0101000020AD1000005A643BDF4F3D58C08195438B6C174240,Oklahoma
2013-11-15 00:17:32.16-05,35.5898,-97.3808,3,usb000kyn7,2015-01-28 17:44:57.549-05,"7km N of Spencer, Oklahoma",earthquake,0101000020AD1000004694F6065F5858C02497FF907ECB4140,Oklahoma
2013-11-12 23:04:00.7-05,35.388,-96.656,3.2,usb000kwie,2015-01-30 05:29:03.008-05,"11km SSE of Prague, Oklahoma",earthquake,0101000020AD100000448B6CE7FB2958C08C6CE7FBA9B14140,Oklahoma
2013-11-12 04:00:58.59-05,36.5875,-97.8382,3.4,usb000kw0p,2015-01-28 19:13:19.962-05,"21km N of Enid, Oklahoma",earthquake,0101000020AD10000076E09C11A57558C033333333334B4240,Oklahoma
2013-11-11 21:15:06.06-05,35.7156,-97.4383,3.3,usb000kvvd,2015-01-28 15:58:05.638-05,"7km NNE of Edmond, Oklahoma",earthquake,0101000020AD1000008E75711B0D5C58C04182E2C798DB4140,Oklahoma
2013-11-11 11:07:08.6-05,35.721,-97.4311,3.2,usb000kvqe,2015-01-28 15:30:02.151-05,"8km NNE of Edmond, Oklahoma",earthquake,0101000020AD1000008F537424975B58C03F355EBA49DC4140,Oklahoma
2013-11-10 23:25:00.27-05,35.722,-97.4302,3.5,usb000kvln,2015-01-28 07:58:31.796-05,"8km NNE of Edmond, Oklahoma",earthquake,0101000020AD1000004FAF9465885B58C023DBF97E6ADC4140,Oklahoma
2013-11-08 05:52:59.4-05,35.5919,-97.3874,3.3,usb000kvhe,2014-01-16 19:29:12-05,"7km N of Spencer, Oklahoma",earthquake,0101000020AD1000001B9E5E29CB5858C04F401361C3CB4140,Oklahoma
2013-11-08 05:50:05.5-05,35.5911,-97.3809,3.3,usb000kugh,2015-01-28 12:06:48.19-05,"7km N of Spencer, Oklahoma",earthquake,0101000020AD100000F8C264AA605858C03255302AA9CB4140,Oklahoma
2013-11-05 08:32:48.27-05,35.5873,-97.4172,3.2,usb000ksri,2015-01-28 19:31:39.866-05,"8km NNW of Spencer, Oklahoma",earthquake,0101000020AD10000009F9A067B35A58C06C787AA52CCB4140,Oklahoma
2013-11-05 04:01:34.69-05,35.6038,-97.3715,3.8,usb000ksnp,2015-01-28 03:00:11.154-05,"8km N of Spencer, Oklahoma",earthquake,0101000020AD100000B29DEFA7C65758C093A9825149CD4140,Oklahoma
2013-11-04 01:52:02.02-05,35.599,-97.3863,3.3,usb000ks8m,2015-01-28 10:57:40.906-05,"8km N of Spencer, Oklahoma",earthquake,0101000020AD100000789CA223B95858C0EA263108ACCC4140,Oklahoma
2013-11-02 15:30:26.5-04,35.5948,-97.3899,3,usb000krwr,2015-01-29 15:45:11.754-05,"8km N of Spencer, Oklahoma",earthquake,0101000020AD100000772D211FF45858C095D4096822CC4140,Oklahoma
2013-11-02 14:19:01.7-04,35.611,-97.361,3.4,usb000kri9,2015-01-28 09:41:06.571-05,"8km NW of Jones, Oklahoma",earthquake,0101000020AD100000C976BE9F1A5758C091ED7C3F35CE4140,Oklahoma
2013-11-02 12:04:14.3-04,35.598,-97.378,3.2,usb000krgx,2015-01-28 22:34:29.99-05,"8km N of Spencer, Oklahoma",earthquake,0101000020AD100000D478E926315858C0068195438BCC4140,Oklahoma
2013-11-02 09:36:45.2-04,35.598,-97.367,3.5,usb000krfn,2015-01-28 07:18:23.377-05,"8km N of Spencer, Oklahoma",earthquake,0101000020AD100000736891ED7C5758C0068195438BCC4140,Oklahoma
2013-10-26 03:04:22.21-04,36.5133,-97.8752,3,usc000kng2,2015-01-30 04:09:56.529-05,"13km N of Enid, Oklahoma",earthquake,0101000020AD100000645DDC46037858C0B6847CD0B3414240,Oklahoma
2013-10-20 09:17:47.37-04,36.648,-97.829,3.1,usb000khjk,2013-12-30 18:41:15-05,"19km SSW of Medford, Oklahoma",earthquake,0101000020AD100000931804560E7558C06DE7FBA9F1524240,Oklahoma
2013-10-12 03:25:23.59-04,34.086,-96.579,3,usb000kbi8,2013-12-23 20:42:59-05,"16km NE of Kingston, Oklahoma",earthquake,0101000020AD100000931804560E2558C05EBA490C020B4140,Oklahoma
2013-10-08 10:48:21.3-04,36.726,-98.006,3.2,usb000k8hb,2013-12-23 20:42:56-05,"25km WSW of Medford, Oklahoma",earthquake,0101000020AD100000AAF1D24D628058C0B0726891ED5C4240,Oklahoma
2013-10-05 07:11:49.6-04,36.58,-97.8159,3.3,usb000k77n,2013-12-18 21:51:35-05,"21km NNE of Enid, Oklahoma",earthquake,0101000020AD1000009C33A2B4377458C00AD7A3703D4A4240,Oklahoma
2013-10-02 00:38:52.21-04,36.594,-97.831,3.5,usb000k498,2015-01-28 22:27:39.426-05,"22km N of Enid, Oklahoma",earthquake,0101000020AD10000077BE9F1A2F7558C079E92631084C4240,Oklahoma
2013-10-01 23:28:41.95-04,36.593,-97.836,3.1,usb000k48t,2013-12-18 21:51:32-05,"22km N of Enid, Oklahoma",earthquake,0101000020AD1000002FDD2406817558C096438B6CE74B4240,Oklahoma
2013-10-01 19:26:15.46-04,36.592,-97.837,3.2,usb000k416,2015-01-29 22:40:30.172-05,"22km N of Enid, Oklahoma",earthquake,0101000020AD10000021B07268917558C0B29DEFA7C64B4240,Oklahoma
2013-09-26 05:17:12.1-04,35.5896,-97.3751,3.2,usb000k01p,2015-01-29 11:40:54.214-05,"7km N of Spencer, Oklahoma",earthquake,0101000020AD100000B22E6EA3015858C05DDC460378CB4140,Oklahoma
2013-09-23 13:56:25.54-04,33.946,-97.161,3.4,usb000jxyp,2015-01-29 22:30:19.44-05,"4km WNW of Marietta, Oklahoma",earthquake,0101000020AD100000FCA9F1D24D4A58C00C022B8716F94040,Oklahoma
2013-09-23 11:40:40-04,33.9544,-97.1107,3.2,usb000jxx3,2015-01-29 18:37:22.77-05,"2km NNE of Marietta, Oklahoma",earthquake,0101000020AD100000B3EA73B5154758C0B5A679C729FA4040,Oklahoma
2013-09-15 05:58:13.9-04,35.4085,-96.5427,3.1,usc000jurv,2015-01-30 14:46:32.073-05,"10km SSW of Boley, Oklahoma",earthquake,0101000020AD10000082E2C798BB2258C03F355EBA49B44140,Oklahoma
2013-08-10 08:44:27.27-04,35.569,-97.289,3.3,usb000j07e,2015-01-29 21:05:34.503-05,"0km NNW of Jones, Oklahoma",earthquake,0101000020AD100000D122DBF97E5258C046B6F3FDD4C84140,Oklahoma
2013-08-08 22:46:29.35-04,36.863,-97.994,3.2,usb000izdd,2015-01-30 16:25:53.923-05,"24km WNW of Medford, Oklahoma",earthquake,0101000020AD100000560E2DB29D7F58C05839B4C8766E4240,Oklahoma
2013-08-08 06:57:51-04,35.3482,-96.5676,3.3,usb000iyd7,2013-10-12 17:32:31-04,"16km NE of Seminole, Oklahoma",earthquake,0101000020AD1000006A4DF38E532458C0CD3B4ED191AC4140,Oklahoma
2013-08-01 02:39:23-04,35.5179,-97.1282,3,usb000it30,2015-01-28 21:14:55.128-05,"4km NE of Harrah, Oklahoma",earthquake,0101000020AD10000039D6C56D344858C0984C158C4AC24140,Oklahoma
2013-07-31 02:43:37-04,35.573,-97.302,3,usc000it6a,2014-11-06 20:51:21.702-05,"1km WNW of Jones, Oklahoma",earthquake,0101000020AD10000017D9CEF7535358C0D34D621058C94140,Oklahoma
2013-07-27 20:23:39.4-04,36.66,-97.387,3.3,usc000iqst,2015-01-30 10:12:24.524-05,"7km WSW of Tonkawa, Oklahoma",earthquake,0101000020AD10000054E3A59BC45858C014AE47E17A544240,Oklahoma
2013-07-24 11:52:05-04,35.373,-96.481,3.5,usb000ilh6,2015-01-30 07:06:34.568-05,"13km S of Boley, Oklahoma",earthquake,0101000020AD100000115839B4C81E58C03AB4C876BEAF4140,Oklahoma
2013-07-01 09:11:38-04,36.636,-97.683,3.5,usb000i431,2015-01-30 11:39:01.325-05,"26km NE of Enid, Oklahoma",earthquake,0101000020AD100000C0CAA145B66B58C0C420B07268514240,Oklahoma
2013-07-01 08:19:24-04,36.673,-97.668,3.2,usb000i424,2015-01-30 09:03:22.342-05,"19km NE of Enid, Oklahoma",earthquake,0101000020AD100000976E1283C06A58C0A01A2FDD24564240,Oklahoma
2013-06-30 02:55:58-04,34.097,-96.548,3,usb000i3m9,2015-01-30 20:47:52.902-05,"9km E of Madill, Oklahoma",earthquake,0101000020AD1000004F8D976E122358C023DBF97E6A0C4140,Oklahoma
2013-06-29 00:46:28.4-04,35.606,-97.071,3.3,usb000i35j,2015-01-29 18:31:20.727-05,"12km ESE of Luther, Oklahoma",earthquake,0101000020AD100000068195438B4458C021B0726891CD4140,Oklahoma
2013-06-27 00:38:03.02-04,35.474,-97.112,3.4,usb000i14b,2015-01-29 18:50:07.477-05,"4km ESE of Harrah, Oklahoma",earthquake,0101000020AD100000BB490C022B4758C0EA263108ACBC4140,Oklahoma
2013-06-26 21:00:50.5-04,35.96,-96.907,3,us2013rxbx,2014-11-06 20:51:07.62-05,"11km E of Perkins, Oklahoma",earthquake,0101000020AD100000365EBA490C3A58C07B14AE47E1FA4140,Oklahoma
2013-06-24 23:07:49.49-04,34.47,-96.283,3.2,usc000hzgp,2014-11-06 20:51:07.31-05,"9km SW of Coalgate, Oklahoma",earthquake,0101000020AD100000263108AC1C1258C05C8FC2F5283C4140,Oklahoma
2013-06-18 12:42:49-04,35.477,-97.115,3.2,usc000htmi,2015-01-29 15:45:45.932-05,"8km NNE of McLoud, Oklahoma",earthquake,0101000020AD1000008FC2F5285C4758C0931804560EBD4140,Oklahoma
2013-06-17 06:39:01-04,35.463,-97.116,3.3,usc000hsiv,2015-01-29 13:21:04.36-05,"4km NNW of McLoud, Oklahoma",earthquake,0101000020AD1000008195438B6C4758C02506819543BB4140,Oklahoma
2013-06-16 22:35:04-04,35.566,-97.292,3.2,usc000hsej,2015-01-30 10:18:46.027-05,"8km W of Luther, Oklahoma",earthquake,0101000020AD100000A69BC420B05258C09CC420B072C84140,Oklahoma
2013-06-16 18:06:17.59-04,35.568,-97.309,3.6,usc000hs9v,2015-01-28 20:21:03.362-05,"6km E of Jones, Oklahoma",earthquake,0101000020AD100000B29DEFA7C65358C063105839B4C84140,Oklahoma
2013-06-16 11:49:50.9-04,35.408,-96.471,3,usc000hs4u,2015-01-30 19:22:56.58-05,"9km S of Boley, Oklahoma",earthquake,0101000020AD100000A01A2FDD241E58C04E62105839B44140,Oklahoma
2013-06-16 08:08:37.5-04,35.565,-97.308,3.1,usc000hs3f,2015-01-30 16:43:59.225-05,"1km W of Jones, Oklahoma",earthquake,0101000020AD100000C0CAA145B65358C0B81E85EB51C84140,Oklahoma
2013-06-10 22:24:31-04,35.466,-97.009,3.3,usc000hl1v,2015-01-30 01:27:33.955-05,"8km ENE of McLoud, Oklahoma",earthquake,0101000020AD1000007F6ABC74934058C0CFF753E3A5BB4140,Oklahoma
2013-06-09 07:12:32.38-04,35.615,-97.262,3.7,usc000hjnd,2015-01-28 18:42:21.021-05,"5km NNE of Jones, Oklahoma",earthquake,0101000020AD10000054E3A59BC45058C01F85EB51B8CE4140,Oklahoma
2013-06-07 06:52:28.5-04,35.01,-96.308,3,usp000k155,2014-11-06 20:51:02.162-05,Oklahoma,earthquake,0101000020AD100000C0CAA145B61358C0E17A14AE47814140,Oklahoma
2013-05-27 07:58:20.4-04,34.075,-96.59,3.2,usb000h6ye,2015-01-30 14:22:52.128-05,"15km ENE of Kingston, Oklahoma",earthquake,0101000020AD100000F6285C8FC22558C09A99999999094140,Oklahoma
2013-05-20 01:46:35-04,35.666,-97.105,3.2,usb000gzfa,2015-01-29 23:48:19.341-05,"8km E of Luther, Oklahoma",earthquake,0101000020AD1000001F85EB51B84658C06891ED7C3FD54140,Oklahoma
2013-04-28 12:48:55.1-04,35.644,-97.134,3.1,us2013pncp,2013-06-10 18:26:44.573-04,"5km ESE of Luther, Oklahoma",earthquake,0101000020AD1000007F6ABC74934858C0DF4F8D976ED24140,Oklahoma
2013-04-28 12:13:22.3-04,35.61,-97.147,3.3,us2013pncm,2013-06-10 18:25:18.29-04,"7km SE of Luther, Oklahoma",earthquake,0101000020AD100000C520B072684958C0AE47E17A14CE4140,Oklahoma
2013-04-28 03:06:42.2-04,34.135,-96.808,3.5,usb000ggy2,2015-01-28 19:44:03.629-05,"12km E of Dickson, Oklahoma",earthquake,0101000020AD100000C0CAA145B63358C0E17A14AE47114140,Oklahoma
2013-04-28 03:06:41-04,34.234,-96.854,3.3,us2013pnae,2013-06-10 18:15:21.792-04,"13km ENE of Dickson, Oklahoma",earthquake,0101000020AD1000002DB29DEFA73658C0CBA145B6F31D4140,Oklahoma
2013-04-27 20:14:27.2-04,35.656,-97.126,3.4,us2013pmc7,2014-11-06 20:50:39.172-05,"6km E of Luther, Oklahoma",earthquake,0101000020AD100000F2D24D62104858C08716D9CEF7D34140,Oklahoma
2013-04-25 04:58:39.59-04,35.667,-97.126,3,usb000gfeb,2015-01-29 22:33:39.244-05,"5km NE of Luther, Oklahoma",earthquake,0101000020AD100000F2D24D62104858C04C37894160D54140,Oklahoma
2013-04-24 22:54:33.1-04,35.669,-97.112,3,usb000gfbd,2014-11-06 20:50:38.668-05,"8km ENE of Luther, Oklahoma",earthquake,0101000020AD100000BB490C022B4758C01383C0CAA1D54140,Oklahoma
2013-04-24 18:04:22.17-04,35.69,-97.089,3.3,usb000gf1g,2015-01-30 14:52:53.682-05,"10km ENE of Luther, Oklahoma",earthquake,0101000020AD10000004560E2DB24558C0B81E85EB51D84140,Oklahoma
2013-04-23 19:33:58.54-04,35.679,-97.104,3.1,usb000gef3,2015-01-30 05:44:21.758-05,"8km ENE of Luther, Oklahoma",earthquake,0101000020AD1000002DB29DEFA74658C0F4FDD478E9D64140,Oklahoma
2013-04-22 00:00:22.5-04,35.612,-97.258,3,usb000geru,2015-01-30 12:12:59.019-05,"6km NE of Jones, Oklahoma",earthquake,0101000020AD1000008D976E12835058C07493180456CE4140,Oklahoma
